addressLine1,addressLine2,bathrooms,bedrooms,city,county,countyFips,createdDate,daysOnMarket,formattedAddress,history,id,lastSeenDate,latitude,listedDate,listingAgent,listingOffice,listingType,longitude,lotSize,mlsName,mlsNumber,price,propertyType,removedDate,squareFootage,state,stateFips,status,yearBuilt,zipCode
138 E 36th Pl,,2,4,Los Angeles,Los Angeles,037,2024-11-06T00:00:00.000Z,94,"138 E 36th Pl, Los Angeles, CA 90011","{'2024-11-05': {'event': 'Sale Listing', 'price': 849000, 'listingType': 'Standard', 'listedDate': '2024-11-05T00:00:00.000Z', 'removedDate': '2025-02-07T00:00:00.000Z', 'daysOnMarket': 94}}","138-E-36th-Pl,-Los-Angeles,-CA-90011",2025-02-06T13:07:50.379Z,34.015549,2024-11-05T00:00:00.000Z,"{'name': 'Mel Robles', 'phone': '3238166680', 'email': 'sell_with_mel@yahoo.com'}","{'name': 'VIP Real Estate Firm', 'phone': '5622313333', 'email': 'vip@viprefirm.com'}",Standard,-118.272949,6644,CRMLS,DW24228332,849000,Multi-Family,2025-02-07T00:00:00.000Z,2395,CA,06,Inactive,1904,90011
2905 Maple Ave,,3,3,Los Angeles,Los Angeles,037,2024-06-21T00:00:00.000Z,76,"2905 Maple Ave, Los Angeles, CA 90011",,"2905-Maple-Ave,-Los-Angeles,-CA-90011",2024-09-03T13:34:11.960Z,34.021004,2024-06-20T00:00:00.000Z,"{'name': 'Mercy Monroy', 'phone': '5628794277', 'email': 'homesbymercy@gmail.com'}","{'name': 'Excellence RE Real Estate, Inc ', 'phone': '5629484553', 'email': 'broker@excellencere.com'}",Standard,-118.267181,2877,CRMLS,DW24123915,629000,Multi-Family,2024-09-04T00:00:00.000Z,1798,CA,06,Inactive,1908,90011
436 E 55th St,,2,3,Los Angeles,Los Angeles,037,2024-07-09T00:00:00.000Z,30,"436 E 55th St, Los Angeles, CA 90011",,"436-E-55th-St,-Los-Angeles,-CA-90011",2024-08-06T13:25:31.217Z,33.992191,2024-07-08T00:00:00.000Z,"{'name': 'Miriam Sanchez', 'phone': '3238683929', 'email': 'miriambroker@gmail.com'}","{'name': 'Century 2000 Real Estate Corp.', 'phone': '3237134511', 'email': 'agent@homefind123.com'}",Standard,-118.266025,5336,CRMLS,PW24138951,565000,Single Family,2024-08-07T00:00:00.000Z,1494,CA,06,Inactive,1911,90011
1518 E 51st St,,4,8,Los Angeles,Los Angeles,037,2025-04-04T00:00:00.000Z,90,"1518 E 51st St, Los Angeles, CA 90011","{'2025-04-03': {'event': 'Sale Listing', 'price': 1500000, 'listingType': 'Standard', 'listedDate': '2025-04-03T00:00:00.000Z', 'removedDate': '2025-07-02T00:00:00.000Z', 'daysOnMarket': 90}}","1518-E-51st-St,-Los-Angeles,-CA-90011",2025-07-01T14:21:52.998Z,33.996365,2025-04-03T00:00:00.000Z,"{'name': 'Aaron Mejia', 'phone': '5624134717', 'email': 'aaronmcmgmt@yahoo.com'}","{'name': ""Christie's AKG"", 'phone': '4242497162'}",Standard,-118.247068,5402,TheMLSCLAW,25520743,1500000,Multi-Family,2025-07-02T00:00:00.000Z,2694,CA,06,Inactive,1961,90011
2808 Maple Ave,,2,2,Los Angeles,Los Angeles,037,2020-10-05T17:15:52.166Z,618,"2808 Maple Ave, Los Angeles, CA 90011","{'2023-07-26': {'event': 'Sale Listing', 'price': 650000, 'listingType': 'Standard', 'listedDate': '2023-07-26T00:00:00.000Z', 'removedDate': '2025-04-04T00:00:00.000Z', 'daysOnMarket': 618}}","2808-Maple-Ave,-Los-Angeles,-CA-90011",2025-04-03T10:23:32.665Z,34.021466,2023-07-26T00:00:00.000Z,"{'name': 'Sandy Marie Dunkley', 'phone': '3108771887', 'email': 'sandydunkley@gmail.com'}","{'name': 'Equity Real Estate-Los Angeles', 'phone': '3108771887'}",Standard,-118.266343,4800,TheMLSCLAW,23-294453,650000,Multi-Family,2025-04-04T00:00:00.000Z,1072,CA,06,Inactive,1908,90011
1514 E 22nd St,,7,12,Los Angeles,Los Angeles,037,2021-06-27T17:43:27.116Z,69,"1514 E 22nd St, Los Angeles, CA 90011","{'2024-11-21': {'event': 'Sale Listing', 'price': 1950000, 'listingType': 'New Construction', 'listedDate': '2024-11-21T00:00:00.000Z', 'removedDate': '2025-01-29T00:00:00.000Z', 'daysOnMarket': 69}}","1514-E-22nd-St,-Los-Angeles,-CA-90011",2025-01-28T13:06:47.421Z,34.018405,2024-11-21T00:00:00.000Z,"{'name': 'Daniel Terrazas', 'phone': '3107309489', 'email': 'danielterrazas413@gmail.com'}","{'name': 'VIP Real Estate Firm', 'phone': '5622313333', 'email': 'vip@viprefirm.com'}",New Construction,-118.247822,5666,CRMLS,DW24238017,1950000,Multi-Family,2025-01-29T00:00:00.000Z,4615,CA,06,Inactive,2024,90011
1537 E 51st St,,8,16,Los Angeles,Los Angeles,037,2024-03-21T00:00:00.000Z,51,"1537 E 51st St, Los Angeles, CA 90011",,"1537-E-51st-St,-Los-Angeles,-CA-90011",2024-05-09T00:00:00.000Z,33.996888,2024-03-20T00:00:00.000Z,,,,-118.246441,5000,,,898000,Multi-Family,2024-05-10T00:00:00.000Z,2736,CA,06,Inactive,2010,90011
131 E 36th Pl,,8,12,Los Angeles,Los Angeles,037,2024-05-25T00:00:00.000Z,38,"131 E 36th Pl, Los Angeles, CA 90011",,"131-E-36th-Pl,-Los-Angeles,-CA-90011",2024-07-31T13:35:03.563Z,34.016059,2024-06-24T00:00:00.000Z,,,,-118.27286,9373,,,1250000,Multi-Family,2024-08-01T00:00:00.000Z,4224,CA,06,Inactive,1983,90011
1425 E 22nd St,,1,2,Los Angeles,Los Angeles,037,2024-05-16T00:00:00.000Z,78,"1425 E 22nd St, Los Angeles, CA 90011","{'2024-08-06': {'event': 'Sale Listing', 'price': 599900, 'listingType': 'Standard', 'listedDate': '2024-08-06T00:00:00.000Z', 'removedDate': '2024-10-23T00:00:00.000Z', 'daysOnMarket': 78}}","1425-E-22nd-St,-Los-Angeles,-CA-90011",2024-10-22T13:50:14.315Z,34.020044,2024-08-06T00:00:00.000Z,"{'name': 'Brian Noh, Ccim', 'phone': '2138047647', 'email': 'brian@nohco.com', 'website': 'https://nohco.com'}","{'name': 'Nohco Real Estate', 'phone': '2138047647', 'email': 'brian@nohco.com'}",Standard,-118.249615,5695,CRMLS,OC24159319,599900,Single Family,2024-10-23T00:00:00.000Z,1008,CA,06,Inactive,1901,90011
1511 E 52nd St,,,,Los Angeles,Los Angeles,037,2025-05-10T00:00:00.000Z,21,"1511 E 52nd St, Los Angeles, CA 90011","{'2025-05-09': {'event': 'Sale Listing', 'price': 1799000, 'listingType': 'Standard', 'listedDate': '2025-05-09T00:00:00.000Z', 'removedDate': '2025-06-04T00:00:00.000Z', 'daysOnMarket': 26}, '2025-09-04': {'event': 'Sale Listing', 'price': 1899000, 'listingType': 'Standard', 'listedDate': '2025-09-04T00:00:00.000Z', 'removedDate': '2025-09-25T00:00:00.000Z', 'daysOnMarket': 21}}","1511-E-52nd-St,-Los-Angeles,-CA-90011",2025-09-24T12:07:30.933Z,33.995838,2025-09-04T00:00:00.000Z,"{'name': 'Sam Ostayan', 'phone': '8187897271', 'email': 'samostayan@aol.com'}","{'name': 'Century Realty Group', 'phone': '8187897271'}",Standard,-118.247276,20250,TheMLSCLAW,25587675,1899000,Land,2025-09-25T00:00:00.000Z,,CA,06,Inactive,,90011
1418 E 54th St,,2,2,Los Angeles,Los Angeles,037,2025-08-15T00:00:00.000Z,28,"1418 E 54th St, Los Angeles, CA 90011","{'2025-08-14': {'event': 'Sale Listing', 'price': 550000, 'listingType': 'Standard', 'listedDate': '2025-08-14T00:00:00.000Z', 'removedDate': '2025-09-11T00:00:00.000Z', 'daysOnMarket': 28}}","1418-E-54th-St,-Los-Angeles,-CA-90011",2025-09-10T12:33:25.202Z,33.993777,2025-08-14T00:00:00.000Z,"{'name': 'Janely Sandoval', 'phone': '3235322176', 'email': 'janelyc21rm@gmail.com'}","{'name': 'CENTURY 21 Allstars', 'phone': '5628632121', 'email': 'info@c21allstars.com', 'website': 'http://www.c21allstars.com'}",Standard,-118.249495,2889,CRMLS,DW25183548,550000,Single Family,2025-09-11T00:00:00.000Z,780,CA,06,Inactive,1989,90011
1439 E 22nd St,,3,6,Los Angeles,Los Angeles,037,2025-02-23T00:00:00.000Z,116,"1439 E 22nd St, Los Angeles, CA 90011","{'2025-02-22': {'event': 'Sale Listing', 'price': 789000, 'listingType': 'Standard', 'listedDate': '2025-02-22T00:00:00.000Z', 'removedDate': '2025-06-18T00:00:00.000Z', 'daysOnMarket': 116}}","1439-E-22nd-St,-Los-Angeles,-CA-90011",2025-06-17T14:17:11.960Z,34.019805,2025-02-22T00:00:00.000Z,"{'name': 'Tony M Hong', 'phone': '7148727533', 'email': 'tonyhongrealtor@gmail.com'}","{'name': 'Real Broker', 'phone': '7143136485', 'email': 'hello@ocmonica.com'}",Standard,-118.249172,5684,CRMLS,PW25038940,789000,Multi-Family,2025-06-18T00:00:00.000Z,2259,CA,06,Inactive,1923,90011
1517 E 52nd St,,1,2,Los Angeles,Los Angeles,037,2024-08-18T00:00:00.000Z,319,"1517 E 52nd St, Los Angeles, CA 90011","{'2024-08-17': {'event': 'Sale Listing', 'price': 595000, 'listingType': 'Standard', 'listedDate': '2024-08-17T00:00:00.000Z', 'removedDate': '2025-07-02T00:00:00.000Z', 'daysOnMarket': 319}}","1517-E-52nd-St,-Los-Angeles,-CA-90011",2025-07-01T11:59:37.007Z,33.995965,2024-08-17T00:00:00.000Z,,"{'name': 'First Family Homes', 'phone': '5628627373', 'email': 'richarddiaz333@hotmail.com'}",Standard,-118.247067,5380,CRMLS,MB24170820,595000,Single Family,2025-07-02T00:00:00.000Z,1260,CA,06,Inactive,1907,90011
1213 E 57th St,,2,4,Los Angeles,Los Angeles,037,2025-06-13T00:00:00.000Z,33,"1213 E 57th St, Los Angeles, CA 90011","{'2025-06-13': {'event': 'Sale Listing', 'price': 664999, 'listingType': 'Standard', 'listedDate': '2025-06-13T00:00:00.000Z', 'removedDate': '2025-07-16T00:00:00.000Z', 'daysOnMarket': 33}}","1213-E-57th-St,-Los-Angeles,-CA-90011",2025-07-15T14:17:14.607Z,33.991391,2025-06-13T00:00:00.000Z,"{'name': 'Michael E Aguilar', 'phone': '7607223222', 'email': 'michael@brokerhouserealty.com'}","{'name': 'Real Estate eBroker Inc.', 'phone': '7607223222', 'email': 'info@reebrokerca.com', 'website': 'www.reebrokerca.com'}",Standard,-118.253846,5394,CSMAR,225002951,664999,Single Family,2025-07-16T00:00:00.000Z,1216,CA,06,Inactive,1906,90011
717 E 24th St,,4,7,Los Angeles,Los Angeles,037,2025-03-29T00:00:00.000Z,41,"717 E 24th St, Los Angeles, CA 90011","{'2025-04-12': {'event': 'Sale Listing', 'price': 949900, 'listingType': 'Standard', 'listedDate': '2025-04-12T00:00:00.000Z', 'removedDate': '2025-09-12T00:00:00.000Z', 'daysOnMarket': 153}, '2025-09-12': {'event': 'Sale Listing', 'price': 900000, 'listingType': 'Standard', 'listedDate': '2025-09-12T00:00:00.000Z', 'removedDate': '2025-10-23T00:00:00.000Z', 'daysOnMarket': 41}}","717-E-24th-St,-Los-Angeles,-CA-90011",2025-10-22T12:47:25.306Z,34.023337,2025-09-12T00:00:00.000Z,"{'name': 'Lianne Gallardo', 'phone': '3109180020', 'email': 'lianne.gallardo@gmail.com'}","{'name': 'Keller Williams Realty South Bay', 'phone': '3103753511', 'email': 'scjrealty1@aol.com'}",Standard,-118.25974,6510,CRMLS,SB25202514,900000,Multi-Family,2025-10-23T00:00:00.000Z,2750,CA,06,Inactive,1902,90011
1541 E 51st St,,4,8,Los Angeles,Los Angeles,037,2024-04-02T00:00:00.000Z,307,"1541 E 51st St, Los Angeles, CA 90011","{'2024-04-01': {'event': 'Sale Listing', 'price': 899000, 'listingType': 'Standard', 'listedDate': '2024-04-01T00:00:00.000Z', 'removedDate': '2025-02-02T00:00:00.000Z', 'daysOnMarket': 307}}","1541-E-51st-St,-Los-Angeles,-CA-90011",2025-02-01T11:34:16.522Z,33.996826,2024-04-01T00:00:00.000Z,"{'name': 'Sabina Yi', 'phone': '3104326400', 'email': 'sabina@skorreg.com', 'website': 'http://www.skorreg.com'}","{'name': 'Keller Williams Beverly Hills', 'phone': '3104326400', 'email': 'stevenaaronrealtor@gmail.com', 'website': 'kw.com/beverlyhills'}",Standard,-118.246323,5000,TheMLSCLAW,24-375173,899000,Multi-Family,2025-02-02T00:00:00.000Z,3036,CA,06,Inactive,1961,90011
1447 E 22nd St,,2,3,Los Angeles,Los Angeles,037,2025-02-25T00:00:00.000Z,93,"1447 E 22nd St, Los Angeles, CA 90011","{'2025-02-25': {'event': 'Sale Listing', 'price': 669999, 'listingType': 'Standard', 'listedDate': '2025-02-25T00:00:00.000Z', 'removedDate': '2025-05-29T00:00:00.000Z', 'daysOnMarket': 93}}","1447-E-22nd-St,-Los-Angeles,-CA-90011",2025-05-28T14:03:37.004Z,34.019686,2025-02-25T00:00:00.000Z,"{'name': 'John Ascencio', 'phone': '6267124124', 'email': 'johnfunds@gmail.com'}","{'name': 'Priority One Realty & Loans', 'phone': '6263380100'}",Standard,-118.248951,5678,CRMLS,CV25041123,669999,Single Family,2025-05-29T00:00:00.000Z,1380,CA,06,Inactive,1904,90011
2504 Trinity St,,4,8,Los Angeles,Los Angeles,037,2024-06-16T00:00:00.000Z,132,"2504 Trinity St, Los Angeles, CA 90011","{'2024-08-01': {'event': 'Sale Listing', 'price': 899000, 'listingType': 'Standard', 'listedDate': '2024-08-01T00:00:00.000Z', 'removedDate': '2024-12-11T00:00:00.000Z', 'daysOnMarket': 132}}","2504-Trinity-St,-Los-Angeles,-CA-90011",2024-12-10T13:16:14.049Z,34.023072,2024-08-01T00:00:00.000Z,"{'name': 'Analia Bortolo', 'phone': '8189150057', 'email': 'analia.bortolo@gmail.com', 'website': 'www.analiabortolo.com'}","{'name': 'Luxury Collective', 'phone': '3109093464', 'website': 'https://luxurycollectiverealty.com/'}",Standard,-118.26247,7499,CRMLS,SR24156782,899000,Multi-Family,2024-12-11T00:00:00.000Z,3988,CA,06,Inactive,1919,90011
898 E 57th St,,2,3,Los Angeles,Los Angeles,037,2023-11-11T00:00:00.000Z,80,"898 E 57th St, Los Angeles, CA 90011","{'2025-01-14': {'event': 'Sale Listing', 'price': 669000, 'listingType': 'Standard', 'listedDate': '2025-01-14T00:00:00.000Z', 'removedDate': '2025-04-04T00:00:00.000Z', 'daysOnMarket': 80}}","898-E-57th-St,-Los-Angeles,-CA-90011",2025-04-03T13:36:18.554Z,33.990412,2025-01-14T00:00:00.000Z,"{'name': 'Richard Wolf Furstenberg', 'email': 'wolf.gang44@yahoo.com', 'website': 'http://propertylistingforless.com'}","{'name': 'Furstenberg Realty', 'phone': '9099735959'}",Standard,-118.259854,5446,CRMLS,TR25009062,669000,Single Family,2025-04-04T00:00:00.000Z,1028,CA,06,Inactive,1938,90011
1018 E 57th St,,3,3,Los Angeles,Los Angeles,037,2025-05-23T00:00:00.000Z,46,"1018 E 57th St, Los Angeles, CA 90011","{'2025-05-23': {'event': 'Sale Listing', 'price': 550000, 'listingType': 'Standard', 'listedDate': '2025-05-23T00:00:00.000Z', 'removedDate': '2025-09-27T00:00:00.000Z', 'daysOnMarket': 127}, '2025-09-27': {'event': 'Sale Listing', 'price': 556000, 'listingType': 'Standard', 'listedDate': '2025-09-27T00:00:00.000Z', 'removedDate': '2025-11-12T00:00:00.000Z', 'daysOnMarket': 46}}","1018-E-57th-St,-Los-Angeles,-CA-90011",2025-11-11T12:35:04.862Z,33.990429,2025-09-27T00:00:00.000Z,"{'name': 'Helen Johnson', 'phone': '3235735800', 'email': 'helen@dynamicrealtyco.com'}","{'name': 'Dynamic Realty& Investments', 'phone': '9519438700', 'email': 'helen@dynamicrealtyco.com'}",Standard,-118.257743,5434,CRMLS,SR25226845,556000,Multi-Family,2025-11-12T00:00:00.000Z,1031,CA,06,Inactive,1906,90011
1327 E 56th St,,2,4,Los Angeles,Los Angeles,037,2024-11-28T00:00:00.000Z,85,"1327 E 56th St, Los Angeles, CA 90011","{'2024-11-27': {'event': 'Sale Listing', 'price': 660000, 'listingType': 'Standard', 'listedDate': '2024-11-27T00:00:00.000Z', 'removedDate': '2025-02-20T00:00:00.000Z', 'daysOnMarket': 85}}","1327-E-56th-St,-Los-Angeles,-CA-90011",2025-02-19T13:15:14.517Z,33.992332,2024-11-27T00:00:00.000Z,"{'name': 'Ben Navarro', 'phone': '9515155868', 'email': 'bnavarrojr@sbcglobal.net'}","{'name': 'Homesmart, Evergreen Realty', 'phone': '9095278252', 'email': 'trector@earthlink.net'}",Standard,-118.251406,5407,CRMLS,IV24239842,660000,Multi-Family,2025-02-20T00:00:00.000Z,1491,CA,06,Inactive,1963,90011
2500 Trinity St,,,5,Los Angeles,Los Angeles,037,2025-07-23T00:00:00.000Z,139,"2500 Trinity St, Los Angeles, CA 90011","{'2025-07-23': {'event': 'Sale Listing', 'price': 775000, 'listingType': 'Standard', 'listedDate': '2025-07-23T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 139}}","2500-Trinity-St,-Los-Angeles,-CA-90011",2025-12-08T13:59:21.983Z,34.023194,2025-07-23T00:00:00.000Z,"{'name': 'Roberto Rivas Cortes', 'phone': '3103432405', 'email': 'roberto1803.rr@gmail.com'}","{'name': 'Vismar Real Estate', 'phone': '3233527946', 'email': 'vanessa@vismarre.com'}",Standard,-118.262392,7505,CRMLS,DW25165286,775000,Multi-Family,,3368,CA,06,Active,1912,90011
1332 E 21st St,,2,4,Los Angeles,Los Angeles,037,2024-09-17T00:00:00.000Z,37,"1332 E 21st St, Los Angeles, CA 90011","{'2024-09-16': {'event': 'Sale Listing', 'price': 765000, 'listingType': 'Standard', 'listedDate': '2024-09-16T00:00:00.000Z', 'removedDate': '2025-04-01T00:00:00.000Z', 'daysOnMarket': 197}, '2025-04-01': {'event': 'Sale Listing', 'price': 784900, 'listingType': 'Standard', 'listedDate': '2025-04-01T00:00:00.000Z', 'removedDate': '2025-05-08T00:00:00.000Z', 'daysOnMarket': 37}}","1332-E-21st-St,-Los-Angeles,-CA-90011",2025-05-07T14:07:37.808Z,34.021614,2025-04-01T00:00:00.000Z,"{'name': 'Luis Ernesto Zapata', 'phone': '6268273161', 'email': 'luisz_99@hotmail.com', 'website': 'http://associates.10981794.eco.century21.com/'}","{'name': 'Re/Max Champions', 'phone': '9099490605'}",Standard,-118.251568,5760,CRMLS,TR25070956,784900,Multi-Family,2025-05-08T00:00:00.000Z,1488,CA,06,Inactive,1922,90011
1625 E 49th St,,3,3,Los Angeles,Los Angeles,037,2024-03-26T00:00:00.000Z,50,"1625 E 49th St, Los Angeles, CA 90011",,"1625-E-49th-St,-Los-Angeles,-CA-90011",2024-05-13T00:00:00.000Z,33.998774,2024-03-25T00:00:00.000Z,,,,-118.244806,3513,,,687777,Single Family,2024-05-14T00:00:00.000Z,1488,CA,06,Inactive,2005,90011
1348 E 21st St,,3,3,Los Angeles,Los Angeles,037,2023-08-08T00:00:00.000Z,157,"1348 E 21st St, Los Angeles, CA 90011","{'2024-06-11': {'event': 'Sale Listing', 'price': 695000, 'listingType': 'Standard', 'listedDate': '2024-06-11T00:00:00.000Z', 'removedDate': '2025-06-29T00:00:00.000Z', 'daysOnMarket': 383}, '2025-07-05': {'event': 'Sale Listing', 'price': 685000, 'listingType': 'Standard', 'listedDate': '2025-07-05T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 157}}","1348-E-21st-St,-Los-Angeles,-CA-90011",2025-12-08T13:52:20.354Z,34.021375,2025-07-05T00:00:00.000Z,"{'name': 'Julio Bonilla', 'phone': '5623558060', 'email': 'julio@thebonillagroup.com', 'website': 'http://www.thebonillagroup.com'}","{'name': 'Keller Williams Pacific Estate', 'phone': '5625137800', 'email': 'nick.resendez@gmail.com'}",Standard,-118.251125,5750,CRMLS,DW25145316,685000,Multi-Family,,2240,CA,06,Active,1935,90011
1324 E 21st St,,4,6,Los Angeles,Los Angeles,037,2023-09-13T00:00:00.000Z,167,"1324 E 21st St, Los Angeles, CA 90011","{'2024-06-01': {'event': 'Sale Listing', 'price': 799000, 'listingType': 'Standard', 'listedDate': '2024-06-01T00:00:00.000Z', 'removedDate': '2024-11-15T00:00:00.000Z', 'daysOnMarket': 167}}","1324-E-21st-St,-Los-Angeles,-CA-90011",2024-11-14T12:38:30.542Z,34.021734,2024-06-01T00:00:00.000Z,"{'name': 'Evelin Andino Castellanos', 'phone': '5625193803', 'email': 'eandino1102@gmail.com'}","{'name': 'Excellence RE Real Estate, Inc ', 'phone': '5629484553', 'email': 'broker@excellencere.com', 'website': 'www.excellencere.com'}",Standard,-118.251789,5767,CRMLS,DW24110926,799000,Multi-Family,2024-11-15T00:00:00.000Z,2234,CA,06,Inactive,1901,90011
5711 Naomi Ave,,2,6,Los Angeles,Los Angeles,037,2020-12-24T16:18:28.659Z,50,"5711 Naomi Ave, Los Angeles, CA 90011","{'2024-09-20': {'event': 'Sale Listing', 'price': 999888, 'listingType': 'Standard', 'listedDate': '2024-09-20T00:00:00.000Z', 'removedDate': '2024-11-09T00:00:00.000Z', 'daysOnMarket': 50}}","5711-Naomi-Ave,-Los-Angeles,-CA-90011",2024-11-08T13:46:27.818Z,33.990855,2024-09-20T00:00:00.000Z,"{'name': 'John Wlodkowski', 'phone': '7147139193', 'email': 'jack@icmlending.com', 'website': 'icmlending.com'}","{'name': 'Icm Real Estate, Inc.', 'phone': '7147139193', 'email': 'jack@icmlending.com'}",Standard,-118.254833,5406,CRMLS,OC24195998,999888,Multi-Family,2024-11-09T00:00:00.000Z,2468,CA,06,Inactive,1970,90011
5307 Compton Ave,,3,,Los Angeles,Los Angeles,037,2025-11-20T00:00:00.000Z,22,"5307 Compton Ave, Los Angeles, CA 90011","{'2025-11-03': {'event': 'Sale Listing', 'price': 725000, 'listingType': 'Standard', 'listedDate': '2025-11-03T00:00:00.000Z', 'removedDate': '2025-11-25T00:00:00.000Z', 'daysOnMarket': 22}}","5307-Compton-Ave,-Los-Angeles,-CA-90011",2025-11-24T11:35:00.641Z,33.994569,2025-11-03T00:00:00.000Z,"{'name': 'Jenny Segovia', 'phone': '8186688768', 'email': 'jennysegovia77@hotmail.com'}","{'name': 'PREC', 'phone': '4243954841', 'email': 'broker@luxurycolletivere.com'}",Standard,-118.248112,5898,CRMLS,SR25252552,725000,Multi-Family,2025-11-25T00:00:00.000Z,,CA,06,Inactive,1910,90011
5307-5307 1/2 Compton Ave,,3,6,Los Angeles,Los Angeles,037,2025-11-04T00:00:00.000Z,17,"5307-5307 1/2 Compton Ave, Los Angeles, CA 90011","{'2025-11-03': {'event': 'Sale Listing', 'price': 725000, 'listingType': 'Standard', 'listedDate': '2025-11-03T00:00:00.000Z', 'removedDate': '2025-11-20T00:00:00.000Z', 'daysOnMarket': 17}}","5307-5307-1-2-Compton-Ave,-Los-Angeles,-CA-90011",2025-11-19T11:21:51.068Z,33.994569,2025-11-03T00:00:00.000Z,"{'name': 'Jenny Segovia', 'phone': '8186688768', 'email': 'jennysegovia77@hotmail.com'}","{'name': 'PREC', 'phone': '4243954841', 'email': 'broker@luxurycolletivere.com'}",Standard,-118.248112,5896,CRMLS,SR25252552,725000,Multi-Family,2025-11-20T00:00:00.000Z,2040,CA,06,Inactive,1910,90011
1536 E 51st St,,2,4,Los Angeles,Los Angeles,037,2025-02-27T00:00:00.000Z,15,"1536 E 51st St, Los Angeles, CA 90011","{'2025-02-27': {'event': 'Sale Listing', 'price': 599999, 'listingType': 'Standard', 'listedDate': '2025-02-27T00:00:00.000Z', 'removedDate': '2025-03-14T00:00:00.000Z', 'daysOnMarket': 15}}","1536-E-51st-St,-Los-Angeles,-CA-90011",2025-03-13T12:47:19.529Z,33.996366,2025-02-27T00:00:00.000Z,"{'name': 'Anabella Jimenez', 'phone': '3233045760', 'email': 'anasellmeahome@gmail.com', 'website': 'https://anabellajimenez.com/'}","{'name': 'CENTURY 21 Realty Masters', 'phone': '5626771800', 'email': 'aruizhouses@yahoo.com'}",Standard,-118.246408,5400,CRMLS,DW25042858,599999,Multi-Family,2025-03-14T00:00:00.000Z,1081,CA,06,Inactive,1910,90011
1382 E 21st St,,3,7,Los Angeles,Los Angeles,037,2025-05-25T00:00:00.000Z,35,"1382 E 21st St, Los Angeles, CA 90011","{'2025-05-24': {'event': 'Sale Listing', 'price': 759000, 'listingType': 'Standard', 'listedDate': '2025-05-24T00:00:00.000Z', 'removedDate': '2025-06-28T00:00:00.000Z', 'daysOnMarket': 35}}","1382-E-21st-St,-Los-Angeles,-CA-90011",2025-06-27T14:25:17.174Z,34.020836,2025-05-24T00:00:00.000Z,"{'name': 'Maria N Centeno', 'phone': '8053776826', 'email': 'nora@walkerandpaul.com', 'website': 'http://www.walkerandpaul.com'}","{'name': 'Blue Sky Realty', 'phone': '8058533100'}",Standard,-118.250129,5720,CRMLS,V1-30168,759000,Multi-Family,2025-06-28T00:00:00.000Z,2296,CA,06,Inactive,1895,90011
229 E 30th St,,7,16,Los Angeles,Los Angeles,037,2024-05-21T00:00:00.000Z,111,"229 E 30th St, Los Angeles, CA 90011",,"229-E-30th-St,-Los-Angeles,-CA-90011",2024-09-07T13:20:19.756Z,34.021007,2024-05-20T00:00:00.000Z,"{'name': 'Casey Lins', 'phone': '7143336768', 'email': 'casey@rcre.co'}","{'name': 'Kidder Mathews of California, Inc.', 'phone': '8585091200'}",Standard,-118.268301,6259,TheMLSCLAW,24-394447,1085000,Multi-Family,2024-09-08T00:00:00.000Z,5647,CA,06,Inactive,1913,90011
1614 E 49th St,,1,2,Los Angeles,Los Angeles,037,2025-08-12T00:00:00.000Z,41,"1614 E 49th St, Los Angeles, CA 90011","{'2025-08-11': {'event': 'Sale Listing', 'price': 550000, 'listingType': 'Standard', 'listedDate': '2025-08-11T00:00:00.000Z', 'removedDate': '2025-09-21T00:00:00.000Z', 'daysOnMarket': 41}}","1614-E-49th-St,-Los-Angeles,-CA-90011",2025-09-20T12:43:49.019Z,33.998226,2025-08-11T00:00:00.000Z,"{'name': 'Celina Arevalo', 'phone': '8184821002', 'email': 'celinarealtor@yahoo.com'}","{'name': 'Park Regency Realty', 'phone': '8183636116', 'email': 'jessicalopez@parkregency.com', 'website': 'www.parkregency.com'}",Standard,-118.244984,3714,CRMLS,SR25180641,550000,Single Family,2025-09-21T00:00:00.000Z,816,CA,06,Inactive,1907,90011
5608 Hooper Ave,,1,3,Los Angeles,Los Angeles,037,2023-07-16T00:00:00.000Z,103,"5608 Hooper Ave, Los Angeles, CA 90011","{'2025-04-21': {'event': 'Sale Listing', 'price': 515000, 'listingType': 'Standard', 'listedDate': '2025-04-21T00:00:00.000Z', 'removedDate': '2025-08-02T00:00:00.000Z', 'daysOnMarket': 103}}","5608-Hooper-Ave,-Los-Angeles,-CA-90011",2025-08-01T13:01:08.345Z,33.991793,2025-04-21T00:00:00.000Z,"{'name': 'Roberto Rivas Cortes', 'phone': '3103432405', 'email': 'roberto1803.rr@gmail.com'}","{'name': 'Vismar Real Estate', 'phone': '3233527946', 'email': 'vanessa@vismarre.com'}",Standard,-118.251934,1650,CRMLS,DW25087161,515000,Single Family,2025-08-02T00:00:00.000Z,572,CA,06,Inactive,1910,90011
